"0107","003.1     ","PIS SOBRE VENDAS             ","TF ","00120369 ","0","IMPOSTOS FEDERAIS   ","20140925","20140925","169"
"0202","007.2.01  ","AGUA                         ","FT ","07/2014  "," ","COSANPA             ","20140708","20141009","41,8"
"0202","007.2.01  ","AGUA                         ","FT ","07/08    "," ","COSANPA             ","20140807","20141009","41,8"
"0202","007.2.01  ","AGUA                         ","FT ","11/2014  "," ","COSANPA             ","20141110","20141110","41,8"
"0202","007.2.01  ","AGUA                         ","FT ","12/2014  "," ","COSANPA             ","20141210","20141212","41,8"
"0202","007.2.01  ","AGUA                         ","RC ","203221   ","0","SOM TRES            ","20140529","20140529","5"
"0202","007.2.02  ","ENERGIA                      ","BOL","032014   ","3","CELPA               ","20140319","20140319","606,83"
"0202","007.2.02  ","ENERGIA                      ","FT ","042014   "," ","CELPA               ","20140424","20140710","606,06"
"0202","007.2.02  ","ENERGIA                      ","FT ","06/2014  ","0","CELPA               ","20140618","20140618","766,52"
"0202","007.2.02  ","ENERGIA                      ","FT ","072014   "," ","CELPA               ","20140717","20140718","726"
"0202","007.2.02  ","ENERGIA                      ","FT ","08/2014  ","1","CELPA               ","20140819","20140819","1042,73"
"0202","007.2.02  ","ENERGIA                      ","FT ","11/2014  "," ","CELPA               ","20141117","20141117","753,51"
"0107","007.2.02  ","ENERGIA                      ","FT ","12/2014  "," ","CELPA               ","20141224","20141224","1106,95"
"0202","007.2.02  ","ENERGIA                      ","FT "," 50337537"," ","REDE CELPA          ","20141016","20141016","1004,81"
"0202","007.2.03  ","TELEFONE                     ","FT ","11/2014  "," ","EMBRATEL            ","20141124","20141126","3,75"
"0202","007.2.03  ","TELEFONE                     ","BOL","022014   ","1","OI                  ","20140224","20140223","183,25"
"0202","007.2.03  ","TELEFONE                     ","BOL","03032014 ","1","OI                  ","20140324","20140323","185,84"
"0202","007.2.03  ","TELEFONE                     ","BOL","032014   ","1","OI                  ","20140326","20140326","140,91"
"0202","007.2.03  ","TELEFONE                     ","BOL","04-2014  ","1","OI                  ","20140423","20140423","203,57"
"0202","007.2.03  ","TELEFONE                     ","BOL","04/14    ","1","OI                  ","20140426","20140509","140,17"
"0202","007.2.03  ","TELEFONE                     ","BOL","05/2014  ","1","OI                  ","20140523","20140523","234,98"
"0202","007.2.03  ","TELEFONE                     ","FT ","000199   "," ","OI                  ","20140526","20140526","140,69"
"0107","007.2.03  ","TELEFONE                     ","FT ","54541497 ","0","OI                  ","20140623","20140623","240,01"
"0202","007.2.03  ","TELEFONE                     ","FT ","062014   "," ","OI                  ","20140626","20140626","145,23"
"0107","007.2.03  ","TELEFONE                     ","FT ","07/2014  "," ","OI                  ","20140723","20140723","254,7"
"0202","007.2.03  ","TELEFONE                     ","BOL","07/2014  ","1","OI                  ","20140827","20140827","147,48"
"0202","007.2.03  ","TELEFONE                     ","BOL","08/2014  ","1","OI                  ","20140901","20140827","180,22"
"0202","007.2.03  ","TELEFONE                     ","FT ","531759937"," ","OI                  ","20140922","20140929","229,75"
"0202","007.2.03  ","TELEFONE                     ","FT ","5528687  "," ","OI                  ","20141001","20141001","153,95"
"0202","007.2.03  ","TELEFONE                     ","FT ","55311321 "," ","OI                  ","20141001","20141001","27,79"
"0107","007.2.03  ","TELEFONE                     ","FT ","536993069"," ","OI                  ","20141020","20141020","272,35"
"0202","007.2.03  ","TELEFONE                     ","FT ","10/2014  "," ","OI                  ","20141103","20141103","147,48"
"0107","007.2.03  ","TELEFONE                     ","FT ","10/2014  "," ","OI                  ","20141120","20141121","272,35"
"0202","007.2.03  ","TELEFONE                     ","FT ","11/2014  "," ","OI                  ","20141201","20141201","147,48"
"0107","007.2.03  ","TELEFONE                     ","FT ","12/2014  "," ","OI                  ","20141222","20141222","272,35"
"0202","007.2.03  ","TELEFONE                     ","BOL","250314   ","1","TIM                 ","20140325","20140325","379,66"
"0202","007.2.03  ","TELEFONE                     ","BOL","04/2014  ","1","TIM                 ","20140425","20140425","444,65"
"0202","007.2.03  ","TELEFONE                     ","BOL","05/14    ","1","TIM                 ","20140526","20140526","324,05"
"0202","007.2.03  ","TELEFONE                     ","FT ","07/2014  "," ","TIM                 ","20140725","20140725","347,27"
"0202","007.2.03  ","TELEFONE                     ","FT ","08/2014  ","1","TIM                 ","20140825","20140825","362,21"
"0202","007.2.03  ","TELEFONE                     ","FT ","251014   "," ","TIM                 ","20141027","20141025","334,75"
"0202","007.2.04  ","ALUGUEL                       ","NF ","070      "," ","CARAJAS             ","20140624","20140710","105,9"
"0202","007.2.05  ","INTERNET                     ","INS","0708/2014"," ","INSS                ","20140805","20140805","951,88"
"0202","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","DH ","670154   "," ","LOJAS JATOBA        ","20140812","20140812","5"
"0202","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","22067    ","1","POSTO SAO BENTO LTDA","20140311","20140311","100"
"0202","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","22309    ","1","POSTO SAO BENTO LTDA","20140321","20140321","103,63"
"0202","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","22714    ","1","POSTO SAO BENTO LTDA","20140407","20140407","559,06"
"0202","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","23125    ","1","POSTO SAO BENTO LTDA","20140421","20140422","200,02"
"0202","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","23451    ","1","POSTO SAO BENTO LTDA","20140506","20140506","207,26"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","23756    ","0","POSTO SAO BENTO LTDA","20140521","20140521","307,27"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","152015401","0","POSTO SAO BENTO LTDA","20140606","20140606","307,26"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","24301    ","0","POSTO SAO BENTO LTDA","20140621","20140623","307,26"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","FT ","24809    "," ","POSTO SAO BENTO LTDA","20140707","20140710","310,89"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","25120    "," ","POSTO SAO BENTO LTDA","20140722","20140722","303,63"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","25415    "," ","POSTO SAO BENTO LTDA","20140806","20140806","303,63"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","25673    "," ","POSTO SAO BENTO LTDA","20140822","20140822","203,63"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","FT ","26331    "," ","POSTO SAO BENTO LTDA","20140922","20140922","372,19"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","FT ","26631    "," ","POSTO SAO BENTO LTDA","20141006","20141006","303,63"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","FT ","26920    "," ","POSTO SAO BENTO LTDA","20141021","20141021","229,21"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","27194    "," ","POSTO SAO BENTO LTDA","20141107","20141107","360,91"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","27490    "," ","POSTO SAO BENTO LTDA","20141121","20141121","310,63"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","706744   "," ","POSTO SAO BENTO LTDA","20141208","20141205","224,09"
"0107","007.2.06  ","COMBUSTIVEL E LUBRIFICANTES V","BOL","028166   "," ","POSTO SAO BENTO LTDA","20141223","20141223","323,51"
"0202","007.2.07  ","MANUTENCAO VEICULO DE ENTREGA","BOL","270314   ","1","ART MOTO            ","20140327","20140327","60"
"0202","007.2.07  ","MANUTENCAO VEICULO DE ENTREGA","RC ","130214/01","0","CARROCERIAS VENER   ","20140213","20140213","4500"
"0107","007.2.07  ","MANUTENCAO VEICULO DE ENTREGA","RC ","290814   ","0","LAVAJATO MARABA     ","20140829","20140829","60"
"0107","007.2.07  ","MANUTENCAO VEICULO DE ENTREGA","NF ","36570    "," ","R MOTOS             ","20140814","20140929","82"
"0202","007.2.07  ","MANUTENCAO VEICULO DE ENTREGA","BOL","210214   ","1","SERRALHERIA HORIENTE","20140221","20140221","109"
"0202","007.2.08  ","FRETES PARA ENTREGA          ","RC ","111214   "," ","COOCATUR            ","20141211","20141211","40"
"0202","007.2.08  ","FRETES PARA ENTREGA          ","RC ","065928   "," ","COOCAVUMP           ","20141201","20141201","27"
"0107","007.2.08  ","FRETES PARA ENTREGA          ","BOL","00250    "," ","POSTO SAO BENTO LTDA","20140906","20140908","224,64"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","BOL","240314   ","1","CASA TEM TUDO       ","20140324","20140324","48"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","DH ","000066   "," ","CENTARL EMBALAGENS  ","20141014","20141014","95,47"
"0107","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","NF ","000231   "," ","CENTARL EMBALAGENS  ","20141104","20141126","39"
"0107","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","NF ","000488   "," ","CENTARL EMBALAGENS  ","20141203","20141203","56,4"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","DH ","074081   "," ","COMERCIAL FAZENDAO  ","20141003","20141003","3,25"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","NF ","033794   ","1","EMBALEBEM           ","20140827","20140827","62"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","BOL","38989401 ","1","EUSELI              ","20140404","20140404","60"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","RC ","34248559 ","0","EUSELI              ","20140530","20140530","60"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","DH ","37609465 "," ","EUSELI              ","20140913","20140913","60"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","DH ","42567526 "," ","EUSELI              ","20141114","20141114","60"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","DH ","007772   "," ","M G DA COSTA        ","20141003","20141003","80"
"0107","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","NF ","008189   "," ","M G DA COSTA        ","20141124","20141124","60"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","BOL","028772   ","1","N C F COM DE EMB. E ","20140306","20140306","44,3"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","BOL","029611   ","1","N C F COM DE EMB. E ","20140402","20140402","14,5"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","RC ","031342   ","0","N C F COM DE EMB. E ","20140602","20140602","62"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","NF ","032287   "," ","N C F COM DE EMB. E ","20140701","20140725","76"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","NF ","032725   "," ","N C F COM DE EMB. E ","20140714","20140715","69,75"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","DH ","034348   "," ","N C F COM DE EMB. E ","20140905","20140905","54"
"0107","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","NF ","037395   "," ","N C F COM DE EMB. E ","20141217","20141217","78"
"0202","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","DH ","073527   "," ","Y. YAMADA           ","20140902","20140902","6,99"
"0107","007.2.09  ","MATERIAL DE EMBALAGEM PRODUTO","DH ","085475   "," ","Y. YAMADA           ","20140930","20140930","18,73"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","024276   "," ","CASA SAO JOAO       ","20140707","20140710","15"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","016360   ","1","COLINA              ","20140306","20140306","18,05"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","035070   ","1","COLINA              ","20140828","20140828","62,71"
"0107","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","065489   "," ","COLINA              ","20141208","20141208","68,25"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","060753   ","1","COMERCIAL FAZENDAO  ","20140326","20140326","18,5"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","029891   ","1","COMERCIAL FAZENDAO  ","20140410","20140410","95,1"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","062625   ","1","COMERCIAL FAZENDAO  ","20140415","20140415","29,1"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","063058   ","1","COMERCIAL FAZENDAO  ","20140422","20140422","5,75"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","031211   ","0","COMERCIAL FAZENDAO  ","20140526","20140526","6"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","068880   "," ","COMERCIAL FAZENDAO  ","20140708","20140710","18,4"
"0107","007.2.10  ","MATERIAL DE LIMPESA          ","DH ","008.111  "," ","JVM                 ","20141016","20141016","20"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","RC ","0706214  ","0","LAVA  JATO TAPETES  ","20140607","20140607","20"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","011951   ","0","LUSI REFRIGERACAO   ","20140606","20140606","20"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","031211   ","0","N C F COM DE EMB. E ","20140528","20140603","63,93"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","302156   ","1","PROLIMPE            ","20140319","20140319","33"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","011371   ","1","PROLIMPE            ","20140326","20140326","12"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","371326   ","1","PROLIMPE            ","20140416","20140416","23"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","011699   ","1","PROLIMPE            ","20140506","20140506","19,4"
"0107","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","011725   ","1","PROLIMPE            ","20140509","20140509","25"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","RC ","012068   ","0","PROLIMPE            ","20140620","20140620","50"
"0107","007.2.10  ","MATERIAL DE LIMPESA          ","RC ","806872   ","0","PROLIMPE            ","20140829","20140829","33,91"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","DH "," 907540  "," ","PROLIMPE            ","20140922","20140922","40"
"0107","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","3976     "," ","PROLIMPE            ","20141106","20141106","85"
"0107","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","013610   "," ","PROLIMPE            ","20141222","20141222","35"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","RC ","1044     "," ","SUNSHINE-GEL        ","20141118","20141118","30"
"0107","007.2.10  ","MATERIAL DE LIMPESA          ","RC ","129028   "," ","VIP SUPERMECADOS    ","20141105","20141105","10,35"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","037395   "," ","VIP SUPERMECADOS    ","20141210","20141210","3,98"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","BOL","053835   ","1","Y. YAMADA           ","20140526","20140526","17,72"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","RC ","059674   "," ","Y. YAMADA           ","20140616","20140616","6,99"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","063053   "," ","Y. YAMADA           ","20140701","20140710","6,48"
"0202","007.2.10  ","MATERIAL DE LIMPESA          ","NF ","075531   ","1","Y. YAMADA           ","20140827","20140827","15,74"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","186188   ","3","INVIOLAVEL          ","20140415","20140416","286,77"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","186371   ","0","INVIOLAVEL          ","20140515","20140515","286,77"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","186620   ","0","INVIOLAVEL          ","20140616","20140616","286,77"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","187025   "," ","INVIOLAVEL          ","20140715","20140715","309,26"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","189156   "," ","INVIOLAVEL          ","20141015","20141015","309,26"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","160414   ","1","PROSOL              ","20140416","20140416","212,3"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","DH ","665215   "," ","RAIMUNDO            ","20140717","20140717","500"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","DH ","45260186 "," ","RAIMUNDO            ","20141020","20141020","600"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","44016168 ","1","RAIMUNDO ARAGAO     ","20140417","20140417","500"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","43603280 ","1","RAIMUNDO ARAGAO     ","20140430","20140430","250"
"0107","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","71229166 ","1","RAIMUNDO ARAGAO     ","20140514","20140514","500"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","RC ","44866394 "," ","RAIMUNDO ARAGAO     ","20141204","20141204","430"
"0202","007.2.11  ","SERVICOS PRESTADOS POR TERCEI","BOL","1045630  ","1","TOTVS S.A           ","20140324","20140324","256,62"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","DH ","024837   "," ","CASA SAO JOAO       ","20140905","20140905","15"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","BOL","023881   ","1","CASA TEM TUDO       ","20140521","20140521","27"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","DH ","10/11/14 "," ","COLOR JET           ","20141110","20141110","50"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","DH ","24072014 "," ","CONTABIL MODELO     ","20140724","20140724","30"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","FT ","010037   "," ","EMPORIO DO PARA     ","20140903","20140903","96,2"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","NF ","015157   "," ","EMPORIO DO PARA     ","20141117","20141117","5,8"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","BOL","300414   ","1","GRAFICA IMAGEM      ","20140430","20140430","15"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","BOL","050514   ","1","GRAFICA IMAGEM      ","20140505","20140505","15"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","BOL","230514   ","1","GRAFICA IMAGEM      ","20140523","20140523","15"
"0107","007.2.12  ","MATERIAL DE ESCRITORIO        ","BOL","325905-01"," ","LEOLAR MAGAZINE     ","20140929","20140929","639,1"
"0107","007.2.12  ","MATERIAL DE ESCRITORIO        ","DH ","118337   "," ","MATEUS SUPERMECADOS ","20141013","20141013","25,18"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","NF ","148266   "," ","MATEUS SUPERMECADOS ","20141211","20141211","88,95"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","BOL","140414   ","1","PAPELARIA FENIX     ","20140414","20140414","29,8"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","DH ","02082014 "," ","PAPELARIA FENIX     ","20140804","20140802","29,8"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","BOL","0324808  ","1","PAPELARIA LIDER     ","20140310","20140310","4,7"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","RC ","0335702  ","0","PAPELARIA LIDER     ","20140526","20140526","9,75"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","RC ","0354798  "," ","PAPELARIA LIDER     ","20141211","20141211","12,7"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","FT ","49233    "," ","SINDICOM            ","20140710","20140710","25"
"0202","007.2.12  ","MATERIAL DE ESCRITORIO        ","NF ","043408   ","0","Y. YAMADA           ","20140630","20140630","24,6"
"0202","007.2.13  ","SERVICOS POSTAIS             ","RC ","39225042 ","0","RAIMUNDO ARAGAO     ","20140606","20140606","250"
"0202","007.2.14  ","PROPAGANDA E PUBLICIDADE     ","BOL","748      "," ","CARAJAS REDE        ","20141118","20141118","400"
"0202","007.2.14  ","PROPAGANDA E PUBLICIDADE     ","DH ","49361555 "," ","I LOURENCO TKATCH   ","20140902","20140929","20"
"0202","007.2.14  ","PROPAGANDA E PUBLICIDADE     ","NF ","02072014 "," ","LOJAS JATOBA        ","20140702","20140710","1500"
"0202","007.2.16  ","LANCHES E REFEICOES          ","DH ","22102114 "," ","BRASILEIRINHO       ","20141022","20141030","35"
"0202","007.2.17  ","BRINDES/PUBLICIDADES          ","R$ ","0195     ","0","SINDICATO           ","20140410","20140410","100"
"0202","007.2.18  ","FORMACAO PROFISSIONAL        ","DH ","60014774 "," ","I LOURENCO TKATCH   ","20140922","20140922","80"
"0202","007.2.18  ","FORMACAO PROFISSIONAL        ","FT ","489839112"," ","REDE CELPA          ","20140916","20140916","1297,74"
"0107","007.2.18  ","FORMACAO PROFISSIONAL        ","RC ","58380598 "," ","SEBRAE PA           ","20140825","20140825","1500"
"0107","007.2.18  ","FORMACAO PROFISSIONAL        ","DH ","13105    "," ","SEBRAE PA           ","20141008","20141008","180"
"0107","007.2.18  ","FORMACAO PROFISSIONAL        ","BOL","00000045 "," ","SISTEMA TREINAMENTO ","20140910","20140904","85"
"0107","007.2.18  ","FORMACAO PROFISSIONAL        ","BOL","000059   "," ","SISTEMA TREINAMENTO ","20140910","20140910","85"
"0107","007.2.18  ","FORMACAO PROFISSIONAL        ","BOL","0000072  "," ","SISTEMA TREINAMENTO ","20141013","20141013","85"
"0107","007.2.18  ","FORMACAO PROFISSIONAL        ","BOL","10/2014  "," ","SISTEMA TREINAMENTO ","20141110","20141110","85"
"0202","007.2.20  ","CONFRATERNIZACOES            ","RC ","40019693 "," ","CELITO TKATCH       ","20141209","20141209","300"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","032014   ","1","ALEXANDRE FERNANDES ","20140401","20140401","958,01"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","022014   ","2","CONTABIL MODELO     ","20140314","20140314","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","03/2014  ","1","CONTABIL MODELO     ","20140430","20140430","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","310414   ","1","CONTABIL MODELO     ","20140430","20140430","55"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","RC ","160514   ","0","CONTABIL MODELO     ","20140516","20140516","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","RC ","05/2014  ","0","CONTABIL MODELO     ","20140531","20140531","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","FT ","062014   "," ","CONTABIL MODELO     ","20140630","20140715","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","DH ","31082014 "," ","CONTABIL MODELO     ","20140731","20140731","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","DH ","14       "," ","CONTABIL MODELO     ","20141010","20141010","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","DH ","2048561  "," ","CONTABIL MODELO     ","20141022","20141022","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","DH ","20102014 "," ","CONTABIL MODELO     ","20141107","20141107","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","RC ","11/2014  ","0","CONTABIL MODELO     ","20141130","20141130","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","RC ","11/2014  ","1","CONTABIL MODELO     ","20141210","20141210","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","RC ","12/2014  ","2","CONTABIL MODELO     ","20141230","20141231","1100"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","032014   ","1","JOSE HELIO          ","20140401","20140401","1400"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","032014   ","1","MANOEL RODRIGUES    ","20140401","20140401","980,3"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","032014   ","1","NILSON BALBINO      ","20140401","20140401","1078,04"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","032014   ","1","RNATO SANTOS        ","20140401","20140401","1350"
"0202","007.2.21  ","HONORARIO CONTABEIS          ","BOL","032014   ","1","ROZANA              ","20140401","20140401","1007"
"0107","007.2.21  ","HONORARIO CONTABEIS          ","BOL","819      ","0","VISAO CONTABIL      ","20140915","20140919","724"
"0107","007.2.21  ","HONORARIO CONTABEIS          ","BOL","298      ","1","VISAO CONTABIL      ","20141001","20140919","724"
"0107","007.2.21  ","HONORARIO CONTABEIS          ","BOL","298      ","2","VISAO CONTABIL      ","20141103","20141103","724"
"0107","007.2.21  ","HONORARIO CONTABEIS          ","BOL","298      ","3","VISAO CONTABIL      ","20141201","20141201","724"
"0107","007.2.21  ","HONORARIO CONTABEIS          ","BOL","298      ","5","VISAO CONTABIL      ","20141222","20141222","724"
"0107","007.2.22  ","MANUTENCAO DE EQUIPAMENTOS   ","NF ","4738     "," ","COLOR JET           ","20140925","20140925","50"
"0107","007.2.22  ","MANUTENCAO DE EQUIPAMENTOS   ","NF ","3549     "," ","LOJAS JATOBA        ","20140929","20140930","258"
"0202","007.2.22  ","MANUTENCAO DE EQUIPAMENTOS   ","RC ","0038     ","0","MAIS FRIO REFRIGERAC","20140609","20140609","150"
"0202","007.2.22  ","MANUTENCAO DE EQUIPAMENTOS   ","RC ","58266681 "," ","PROLIMPE            ","20141229","20141229","70"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","10       ","1","APAE                ","20140320","20140320","362"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","10       ","2","APAE                ","20140410","20140410","362"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","10       ","3","APAE                ","20140512","20140514","362"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","10       ","4","APAE                ","20140610","20140613","362"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","10       ","5","APAE                ","20140710","20140711","362"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","10       ","6","APAE                ","20140811","20140811","362"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","FT ","101903218"," ","APAE                ","20140910","20140910","362"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","101903210"," ","APAE                ","20141010","20141010","362"
"0107","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","10/2014  "," ","APAE                ","20141110","20141110","362"
"0107","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","11/2014  "," ","APAE                ","20141210","20141210","362"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","RC ","19810652 ","0","CELITO TKATCH       ","20140918","20140918","30"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","FT ","103414298"," ","EMBRATEL            ","20140724","20140724","3,21"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","FT ","022038978"," ","EMBRATEL            ","20140930","20140930","3,42"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","1004     ","1","SPC BRASIL          ","20140306","20140306","73,13"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","030414   ","1","SPC BRASIL          ","20140403","20140403","64,38"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","2190     ","1","SPC BRASIL          ","20140505","20140505","55"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","BOL","000002769","0","SPC BRASIL          ","20140603","20140603","55"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","FT ","3295     "," ","SPC BRASIL          ","20140701","20140710","104,88"
